30;0.000020;-0.039085;383.904338;-0.000054;0.083827;413.778352
31;0.000012;-0.041531;385.773568;-0.000053;0.085744;412.344704
32;-0.000016;-0.015851;381.046317;-0.000064;0.093165;411.549367
33;0.000051;-0.059415;387.000434;0.000003;0.033340;423.250300
34;0.000015;-0.043114;385.284793;-0.000103;0.116511;410.671347
35;-0.000057;0.034028;365.252509;-0.000033;0.054064;425.716554
36;-0.000021;0.002016;370.543398;-0.000051;0.061916;427.152151
37;-0.000086;0.062389;357.540956;-0.000021;0.030129;436.984308
38;0.000050;-0.037188;369.844316;-0.000024;0.029130;439.351781
39;-0.000116;0.089107;347.169984;-0.000019;0.022560;442.375913
40;-0.000131;0.111904;340.431535;-0.000003;0.008655;446.107143
41;0.000039;-0.062554;382.332588;-0.000015;0.015391;446.045625
42;0.000027;-0.014507;361.801617;0.000008;-0.002774;449.876083
43;-0.000158;0.133034;337.216443;-0.000003;0.006483;448.483973
44;-0.000103;0.064723;357.717901;-0.000016;0.016481;446.898628
45;-0.000070;0.034942;363.814097;-0.000019;0.017976;446.838707
46;-0.000051;0.031368;363.368214;-0.000019;0.017505;447.034110
47;0.000074;-0.077342;382.986886;-0.000018;0.016750;447.249087
48;-0.000044;0.019115;366.278867;-0.000019;0.017976;446.838707
49;-0.000067;0.035284;362.906050;-0.000019;0.018014;446.794838
50;-0.000057;0.026986;364.212670;-0.000017;0.017163;446.819782
51;-0.000143;0.103308;348.546486;-0.000015;0.015268;447.063073
52;-0.000192;0.155663;334.467895;-0.000012;0.013018;447.402822
53;-0.000185;0.147378;337.240648;-0.000008;0.010490;447.809863
54;-0.000042;0.036685;354.892506;0.000001;0.003230;449.048151
55;0.000116;-0.124352;392.892962;-0.000018;0.017435;445.794341
56;0.000082;-0.081769;382.628064;-0.000001;0.007338;446.012718
57;-0.000092;0.074260;350.354823;-0.000009;0.016351;442.524675
58;-0.000066;0.058374;352.541520;-0.000017;0.023638;440.301939
59;-0.000075;0.058955;353.926055;-0.000009;0.017723;441.674276
60;-0.000126;0.101685;344.536473;-0.000009;0.015212;443.189952
61;0.000035;-0.031803;370.848597;-0.000011;0.015151;444.225145
62;-0.000089;0.069588;351.448454;-0.000003;0.008655;446.107143
63;-0.000175;0.124131;344.719863;-0.000011;0.012976;446.147125
64;0.000145;-0.145246;395.810280;-0.000017;0.016928;445.845086
65;0.000054;-0.041981;367.882501;-0.000018;0.017213;446.121124
66;0.000037;-0.021268;362.940325;0.000009;-0.003905;450.148450
67;-0.000062;0.055023;351.089852;0.000016;-0.009294;451.328543
68;-0.000085;0.076518;346.015573;0.000014;-0.007972;451.077829
69;-0.000048;0.042343;353.395829;0.000012;-0.006274;450.647292
70;0.000155;-0.153533;397.454148;-0.000013;0.014348;446.198193
71;0.000057;-0.057463;377.323921;-0.000001;0.007255;446.164374
72;0.000001;-0.009120;367.780618;-0.000023;0.024798;442.426675
73;0.000053;-0.048507;374.720920;-0.000013;0.017119;443.876508
74;0.000083;-0.078478;380.948277;-0.000003;0.009228;445.579702
75;-0.000170;0.145041;334.683784;0.000001;0.005459;446.636688
76;-0.000218;0.168462;333.807215;-0.000012;0.015233;445.236807
77;-0.000096;0.056314;357.641086;-0.000008;0.010659;446.645096
78;0.000086;-0.101099;389.163420;-0.000013;0.014348;446.198193
79;0.000143;-0.135902;391.589576;-0.000016;0.016075;445.951259
80;-0.000192;0.143741;339.337303;-0.000013;0.015498;445.354871
81;0.000072;-0.065648;377.968940;-0.000011;0.015961;444.060347
