10;-0.000037;0.026719;358.070264;-0.000004;0.009509;442.551942
11;0.000010;-0.001605;361.270531;-0.000022;0.022941;440.096616
12;0.000041;-0.038332;370.751875;-0.000017;0.019333;440.702589
13;-0.000009;0.005976;361.431523;-0.000016;0.018817;440.623761
14;0.000016;-0.016362;366.321059;-0.000018;0.020175;440.282625
15;0.000021;-0.023742;368.731314;-0.000018;0.020175;440.282625
16;0.000013;-0.014119;365.871731;-0.000016;0.018817;440.623761
17;0.000014;-0.014709;365.862717;-0.000013;0.015620;441.370529
18;0.000013;-0.013511;365.657322;-0.000014;0.016973;441.060297
19;0.000013;-0.013511;365.657322;-0.000014;0.016973;441.060297
20;0.000013;-0.013511;365.657322;-0.000014;0.016973;441.060297
21;0.000009;-0.010486;365.136032;-0.000014;0.016973;441.060297
22;0.000009;-0.010486;365.136032;-0.000014;0.016973;441.060297
23;0.000009;-0.010486;365.136032;-0.000014;0.016973;441.060297
24;0.000009;-0.010486;365.136032;-0.000014;0.016973;441.060297
25;0.000009;-0.010486;365.136032;-0.000014;0.016973;441.060297
27;-0.000073;0.068646;347.492111;-0.000021;0.028032;435.165401
28;0.000021;-0.037503;375.060325;-0.000058;0.068302;422.352401
29;0.000077;-0.084964;388.103339;-0.000045;0.060151;420.403453
30;-0.000013;-0.018424;377.539891;-0.000000;0.023942;425.727525
31;0.000014;-0.044751;383.803554;-0.000092;0.107403;407.541623
32;0.000016;-0.048649;385.147178;-0.000073;0.089453;411.763023
33;-0.000031;-0.002228;374.431930;-0.000036;0.054927;419.365314
34;0.000066;-0.071760;385.479642;-0.000077;0.090545;413.221645
35;0.000029;-0.029610;373.124336;-0.000029;0.041099;426.633645
36;0.000012;-0.011017;367.342162;-0.000037;0.045552;428.099680
37;-0.000021;0.024131;357.204994;-0.000027;0.037560;431.209016
38;-0.000089;0.070958;350.718963;-0.000023;0.029757;435.157982
39;0.000120;-0.101352;383.433949;-0.000021;0.023118;438.676736
40;0.000038;-0.040917;373.046558;-0.000009;0.013506;441.351423
41;0.000033;-0.035632;371.441289;-0.000018;0.017751;441.774748
42;0.000057;-0.042874;370.332069;0.000013;-0.007119;446.822956
43;-0.000045;0.036566;356.384218;-0.000002;0.005275;444.692050
44;-0.000052;0.033954;358.809550;-0.000015;0.015857;442.980707
45;-0.000048;0.029479;359.794001;-0.000014;0.012902;444.183359
46;-0.000054;0.035511;358.507442;-0.000012;0.010703;444.681674
47;-0.000107;0.083397;347.822099;-0.000012;0.010703;444.681674
48;-0.000084;0.063648;351.809227;-0.000012;0.010703;444.681674
49;-0.000049;0.030098;359.665584;-0.000019;0.017921;442.886106
50;-0.000048;0.030274;359.636446;-0.000016;0.016075;442.951259
51;-0.000043;0.027758;359.911766;-0.000015;0.015857;442.980707
52;-0.000032;0.018911;361.502196;-0.000015;0.015857;442.980707
53;-0.000073;0.059420;352.003565;-0.000010;0.011543;443.638128
54;0.000007;-0.001966;362.871031;-0.000002;0.005275;444.692050
55;0.000053;-0.052114;374.600618;-0.000019;0.017367;442.075939
56;-0.000021;0.010727;362.760424;0.000000;0.006265;442.459564
57;-0.000007;0.003577;363.022335;-0.000014;0.020090;438.067300
